"Identifier","fullStatement","humanCodingScheme","IsRelatedTo","","","","","","","","","","","",""
"b5bf8704-e00e-4429-bf72-caeaa8b4e38e","Analyze how a complex set of ideas interact and build on one another in expository, argumentative, and procedural texts.","OLO.11-12.ET.7","CCSS.ELA-Literacy.RI.11-12.2","","","","","","","","","","","",""
"fbf9f1fd-fed6-4ee7-ab47-c13d1501faab","Provide an objective summary of expository, argumentative, and procedural texts including their central idea(s).","OLO.11-12.ET.8","CCSS.ELA-Literacy.RI.11-12.2","","","","","","","","","","","",""
"436dc8d3-e9ae-48cb-a887-551bb251081b","Analyze a complex sequence of events in expository, argumentative, or procedural texts.","OLO.11-12.ET.9","CCSS.ELA-Literacy.RI.11-12.3","","","","","","","","","","","",""
"3b371ee6-a7f9-4ad2-9435-1d947767ec1f","Expository Text: Interpret information and explanations about a topic.","OLO.5-6.ET","CCSS.ELA-Literacy.RL.5.1","","","","","","","","","","","",""
"7e8c8ee0-4eb6-449c-a8b1-a9a6d5968017","Quote accurately from expository, argumentative, and procedural texts.","OLO.5-6.ET.1","CCSS.ELA-Literacy.RL.5.1","","","","","","","","","","","",""
"fb395249-e57b-4235-8729-40e804628eb6","Recognize the difference between fact or evidence and opinion or judgment.","OLO.5-6.ET.10","CCSS.ELA-Literacy.RI.6.2","","","","","","","","","","","",""
"6285122b-cb19-47a3-b44f-6790d5850cb1","Provide a summary of expository, argumentative, or procedural texts distinct from personal opinion or judgement.","OLO.5-6.ET.11","CCSS.ELA-Literacy.RI.6.2","","","","","","","","","","","",""
"1a03c58c-0f98-40e1-88a5-ce0730a7ea84","Explain the relationships and interactions between two or more individuals in expository, argumentative, or procedural texts.","OLO.5-6.ET.12","CCSS.ELA-Literacy.RI.5.3","","","","","","","","","","","",""
"01439f9c-83f7-4203-bcba-973c228f2c39","Explain the relationships and interactions between two or more events in expository, argumentative, or procedural texts.","OLO.5-6.ET.13","CCSS.ELA-Literacy.RI.5.3","","","","","","","","","","","",""
"cb1a2589-c9a4-40ce-9bfe-b43e9142f017","Explain the relationships and interactions between two or more ideas in expository, argumentative, or procedural texts.","OLO.5-6.ET.14","CCSS.ELA-Literacy.RI.5.3","","","","","","","","","","","",""
"f3967074-57ec-4542-b362-ae48ce5f1ae5","Explain the relationships and interactions in a series of historical events in expository, argumentative, or procedural texts.","OLO.5-6.ET.15","CCSS.ELA-Literacy.RI.5.3","","","","","","","","","","","",""
"b3be950c-42c2-4cf1-abc2-6ed1b6cebf21","Explain the relationships and interactions of scientific concepts in expository, argumentative, or procedural texts.","OLO.5-6.ET.16","CCSS.ELA-Literacy.RI.5.3","","","","","","","","","","","",""
"7725ccc2-05d9-422c-ba19-6451e6bca618","Explain the relationships and interactions between two or more technical procedures or steps in expository, argumentative, or procedural texts.","OLO.5-6.ET.17","CCSS.ELA-Literacy.RI.5.3","","","","","","","","","","","",""
"e44e4866-9106-4cf6-8f96-7ca4f9ee78e1","Recognize examples given in expository, argumentative, or procedural texts.","OLO.5-6.ET.18","CCSS.ELA-Literacy.RI.6.3","","","","","","","","","","","",""
"2ddfeeda-03fc-4ae3-9c6e-cad9585c81e1","Recognize anecdotes given in expository, argumentative, or procedural texts.","OLO.5-6.ET.19","CCSS.ELA-Literacy.RI.6.3","","","","","","","","","","","",""
"36c426a4-0646-4116-9321-8657822b1e03","Cite textual evidence from expository, argumentative, and procedural texts.","OLO.5-6.ET.2","CCSS.ELA-Literacy.RI.6.1","","","","","","","","","","","",""
"4c9f4bbf-664c-4ac2-a089-d8d00a200f92","Analyze in detail how examples and anecdotes introduce a key individual in expository, argumentative, or procedural texts.","OLO.5-6.ET.20","CCSS.ELA-Literacy.RI.6.3","","","","","","","","","","","",""
"774f7618-12c1-4ffa-80ff-f93ba4b5d77d","Analyze in detail how examples and anecdotes introduce key events in expository, argumentative, or procedural texts.","OLO.5-6.ET.21","CCSS.ELA-Literacy.RI.6.3","","","","","","","","","","","",""
"b247cf85-a303-4415-b85f-1e7e3d88f277","Analyze in detail how examples and anecdotes illustrate and elaborate key events in expository, argumentative, or procedural texts.","OLO.5-6.ET.22","CCSS.ELA-Literacy.RI.6.3","","","","","","","","","","","",""
"35edbd11-cd90-48bb-9ecb-f46126d14708","Analyze in detail how examples and anecdotes introduce key ideas in expository, argumentative, or procedural texts.","OLO.5-6.ET.23","CCSS.ELA-Literacy.RI.6.3","","","","","","","","","","","",""
"19f2da6f-3c02-46cd-a9e3-67d747c68cea","Analyze in detail how examples and anecdotes illustrate and elaborate key ideas in expository, argumentative, or procedural texts.","OLO.5-6.ET.24","CCSS.ELA-Literacy.RI.6.3","","","","","","","","","","","",""
"d9dcdd89-48a3-445a-a39a-6c5f7b889b39","Identify which text structure is used to convey information in an expository text.","OLO.5-6.ET.25","CCSS.ELA-Literacy.RI.5.5","","","","","","","","","","","",""
"62991a3c-7d13-492a-972e-d122091083e2","Compare and contrast the overall structure of two or more texts.","OLO.5-6.ET.26","CCSS.ELA-Literacy.RI.5.5","","","","","","","","","","","",""
"fc869cda-c9ed-4c98-86ad-3ef4df2ebf1b","Analyze how a particular sentence, paragraph, chapter, or section fits into the overall structure of expository, argumentative, or procedural texts.","OLO.5-6.ET.27","CCSS.ELA-Literacy.RI.6.5","","","","","","","","","","","",""
"83e55234-9c34-4efc-8ac1-f2e518fd80e4","Analyze how a particular sentence or paragraph develops the central idea of expository, argumentative, or procedural texts.","OLO.5-6.ET.28","CCSS.ELA-Literacy.RI.6.5","","","","","","","","","","","",""
"63a9f162-7da6-4dfb-91d0-da8e41c9da30","Analyze how a particular chapter or section develops the central idea of expository, argumentative, or procedural texts.","OLO.5-6.ET.29","CCSS.ELA-Literacy.RI.6.5","","","","","","","","","","","",""
"ce3ac34b-de79-428e-954a-cf13d8b3a3e9","Cite accurate quotations from expository, argumentative, and procedural texts.","OLO.5-6.ET.3","CCSS.ELA-Literacy.RI.6.1","","","","","","","","","","","",""
"28bc2814-1505-42a7-82e4-ec56084761a3","Determine the point of view and perspective of an author in expository, argumentative, or procedural texts.","OLO.5-6.ET.30","CCSS.ELA-Literacy.RI.6.6","","","","","","","","","","","",""
"76109168-c9ac-4d23-b76a-c3ec490c54cf","Determine the purpose of an author in expository, argumentative, or procedural texts.","OLO.5-6.ET.31","CCSS.ELA-Literacy.RI.6.6","","","","","","","","","","","",""
"5a84391b-ff79-404b-99b6-059cca60e7ae","Explain how the point of view and perspective of an author is developed in the text.","OLO.5-6.ET.32","CCSS.ELA-Literacy.RI.6.6","","","","","","","","","","","",""
"7793fd57-3dff-4fee-8b63-67e36b5c8912","Explain how the purpose of an author is developed in the text.","OLO.5-6.ET.33","CCSS.ELA-Literacy.RI.6.6","","","","","","","","","","","",""
"57d90f82-e70c-409c-b27a-48f892553ccf","Recognize multiple accounts of the same event or topic found in different expository, argumentative, or procedural texts.","OLO.5-6.ET.34","CCSS.ELA-Literacy.RI.5.6","","","","","","","","","","","",""
"a364622f-5687-45c1-8f6f-40dd1ca0605b","Analyze multiple accounts of the same event or topic explaining important similarities in the perspectives of the authors.","OLO.5-6.ET.35","CCSS.ELA-Literacy.RI.5.6","","","","","","","","","","","",""
"2cd9d6c8-168d-4d2d-b3ec-1d50f89a875a","Analyze multiple accounts of the same event or topic explaining important differences in the perspectives of the authors.","OLO.5-6.ET.36","CCSS.ELA-Literacy.RI.5.6","","","","","","","","","","","",""
"d7616092-51ed-42af-9365-251b250f2a52","Explain how details and information convey the central idea in expository, argumentative, or procedural texts.","OLO.5-6.ET.37","CCSS.ELA-Literacy.RI.6.7","","","","","","","","","","","",""
"9a75b67c-a44b-49d2-bdbd-98805f60238f","Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.","OLO.5-6.ET.38","CCSS.ELA-Literacy.RI.5.9","","","","","","","","","","","",""
"56c29848-c0a8-42b5-988f-d36e4d1835be","Compare several texts on the same topic to identify key details or ideas that are similar.","OLO.5-6.ET.39","CCSS.ELA-Literacy.RI.5.9","","","","","","","","","","","",""
"05acb087-eeee-4296-a25d-1ea834660f0f","Use accurate quotations to explain the explicit meanings of expository, argumentative, and procedural texts.","OLO.5-6.ET.4","CCSS.ELA-Literacy.RL.5.1","","","","","","","","","","","",""
"43af550a-506e-45a7-9a00-c56c5411cbd9","Contrast several texts on the same topic to identify key details or ideas that are different.","OLO.5-6.ET.40","CCSS.ELA-Literacy.RI.5.9","","","","","","","","","","","",""
"85b6b0d7-8c6c-455e-8a8b-efdf5de9edb7","Compare and contrast the presentation of events by one author with that of another author.","OLO.5-6.ET.41","CCSS.ELA-Literacy.RI.6.9","","","","","","","","","","","",""
"1e4df2be-7634-4602-a76e-4451744594d8","Cite expository textual evidence correctly to explain the explicit meanings of expository, argumentative, and procedural texts.","OLO.5-6.ET.5","CCSS.ELA-Literacy.RI.6.1","","","","","","","","","","","",""
"03d0ab9e-5dd4-4cd4-971a-42878e0ed8a8","Draw inferences supported by evidence cited from expository, argumentative, and procedural texts.","OLO.5-6.ET.6","CCSS.ELA-Literacy.RL.5.1,CCSS.ELA-Literacy.RI.6.1","","","","","","","","","","","",""
"946d3ebe-7f7d-41ad-8920-880226c11977","Determine whether expository, argumentative, and procedural texts have more than one central idea.","OLO.5-6.ET.7","CCSS.ELA-Literacy.RI.5.2","","","","","","","","","","","",""
"1bcfb8fa-ca11-42f2-86ce-e7d16e8ce003","Determine how particular key details support the central idea(s) in expository, argumentative, or procedural texts.","OLO.5-6.ET.8","CCSS.ELA-Literacy.RI.5.2,CCSS.ELA-Literacy.RI.6.2","","","","","","","","","","","",""
"69b30615-90ff-4fe6-83c1-423045a07d74","Write a summary of expository, argumentative, or procedural texts which includes the central idea and key details.","OLO.5-6.ET.9","CCSS.ELA-Literacy.RI.5.2","","","","","","","","","","","",""
"808b3f64-a370-4a59-85be-e31900b84ca4","Expository Text: Analyze text structure and evidence. ","OLO.7-8.ET","CCSS.ELA-Literacy.RI.7.1","","","","","","","","","","","",""
"72010dae-4e83-483a-9c21-ae80be11d8ab","Cite textual evidence from expository, argumentative, and procedural texts.","OLO.7-8.ET.1","CCSS.ELA-Literacy.RI.7.1,CCSS.ELA-Literacy.RL.8.1","","","","","","","","","","","",""
"025d78d5-0512-4859-8418-1776b526d514","Distinguish objective details and information from personal opinion when writing a summary of expository, argumentative, or procedural texts.","OLO.7-8.ET.10","CCSS.ELA-Literacy.RI.7.2,CCSS.ELA-Literacy.RI.8.2","","","","","","","","","","","",""
"ff7d8825-eee2-439b-a366-94e4a5cabc94","Identify individuals, events, and ideas in expository, argumentative, or procedural texts.","OLO.7-8.ET.11","CCSS.ELA-Literacy.RI.7.3","","","","","","","","","","","",""
"f7474016-025c-44c5-b62a-494e91aeb190","Analyze how ideas and individuals interact and influence each other in expository, argumentative, or procedural texts.","OLO.7-8.ET.12","CCSS.ELA-Literacy.RI.7.3","","","","","","","","","","","",""
"3bd63693-a695-4ce9-9f9b-c83b2e8ac723","Analyze how ideas and events interact and influence each other in expository, argumentative, or procedural texts.","OLO.7-8.ET.13","CCSS.ELA-Literacy.RI.7.3","","","","","","","","","","","",""
"60080350-79c9-4963-a734-5713a6f22cba","Analyze how events and individuals interact and influence each other in expository, argumentative, or procedural texts.","OLO.7-8.ET.14","CCSS.ELA-Literacy.RI.7.3","","","","","","","","","","","",""
"a980c2a9-5aa1-4164-b5ee-4fce0dd0a2d2","Analyze how a text uses comparisons to connect individuals, ideas, and events in expository, argumentative, or procedural texts.","OLO.7-8.ET.15","CCSS.ELA-Literacy.RI.8.3","","","","","","","","","","","",""
"1d7b522c-0b01-48fa-8f1a-42a0b27282e4","Analyze how a text uses analogies to connect individuals, ideas, and events in expository, argumentative, or procedural texts.","OLO.7-8.ET.16","CCSS.ELA-Literacy.RI.8.3","","","","","","","","","","","",""
"f0369bd7-cce4-419e-82db-ba02feb4c143","Analyze how a text uses categories to connect individuals, ideas, and events in expository, argumentative, or procedural texts.","OLO.7-8.ET.17","CCSS.ELA-Literacy.RI.8.3","","","","","","","","","","","",""
"bb6206a5-6331-4f4b-a76d-b081d7ba6a8c","Analyze how analogies impact the meaning of expository, argumentative, or procedural texts.","OLO.7-8.ET.18","CCSS.ELA-Literacy.RI.8.4","","","","","","","","","","","",""
"89eb0cc9-2378-4a6b-8ad7-cd15c339100d","Analyze how analogies impact the tone of expository, argumentative, or procedural texts.","OLO.7-8.ET.19","CCSS.ELA-Literacy.RI.8.4","","","","","","","","","","","",""
"55a2dd68-16bc-4ed1-a4d7-b3e77ad71854","Identify explicit textual evidence to support analysis of expository, argumentative, or procedural texts.","OLO.7-8.ET.2","CCSS.ELA-Literacy.RI.7.1,CCSS.ELA-Literacy.RL.8.1","","","","","","","","","","","",""
"441798a6-7afd-4ba9-abfe-ce1e24e9cee3","Analyze how allusions from other texts impact the meaning of a literary text.","OLO.7-8.ET.20","CCSS.ELA-Literacy.RI.8.4","","","","","","","","","","","",""
"53d7c289-6059-4a90-bc97-c458dcc37328","Analyze how allusions from other texts impact the tone of a literary text.","OLO.7-8.ET.21","CCSS.ELA-Literacy.RI.8.4","","","","","","","","","","","",""
"7aaa1ebf-f313-41bd-9a35-87af13beebb3","Determine which structure an author uses to organize an expository text.","OLO.7-8.ET.22","CCSS.ELA-Literacy.RI.7.5","","","","","","","","","","","",""
"c1722504-ed6d-4758-a83c-9e7198d8199a","Analyze how the parts contribute to the whole in expository, argumentative, or procedural texts.","OLO.7-8.ET.23","CCSS.ELA-Literacy.RI.7.5","","","","","","","","","","","",""
"f4f3dcae-9ed4-4173-8733-d245bdd43403","Analyze how major sections contribute to the development of the ideas in expository, argumentative, or procedural texts.","OLO.7-8.ET.24","CCSS.ELA-Literacy.RI.7.5","","","","","","","","","","","",""
"b7153e70-0197-4375-8547-f0e9cc39c603","Analyze the structure of a specific paragraph in expository, argumentative, or procedural texts.","OLO.7-8.ET.25","CCSS.ELA-Literacy.RI.8.5","","","","","","","","","","","",""
"e5ce110d-8d46-4f02-a31f-bd2346fa54b9","Identify what role particular sentences of a paragraph have in the development of a concept.","OLO.7-8.ET.26","CCSS.ELA-Literacy.RI.8.5","","","","","","","","","","","",""
"62654f37-d54e-405c-812c-28078286455a","Determine the perspective or position of the author in expository, argumentative, or procedural texts.","OLO.7-8.ET.27","CCSS.ELA-Literacy.RI.7.6","","","","","","","","","","","",""
"85c43ad4-4042-4281-bc07-2797716299f1","Determine what perspectives other than those of the author are in expository, argumentative, or procedural texts.","OLO.7-8.ET.28","CCSS.ELA-Literacy.RI.7.6","","","","","","","","","","","",""
"8966c529-4037-45c6-9b62-6c351ac95c86","Compare and contrast the perspectives found in expository, argumentative, or procedural texts.","OLO.7-8.ET.29","CCSS.ELA-Literacy.RI.7.6","","","","","","","","","","","",""
"1064aadb-1c49-455c-a47d-f0391c165acf","Support inferences drawn from expository, argumentative, or procedural texts by using cited textual evidence.","OLO.7-8.ET.3","CCSS.ELA-Literacy.RI.7.1,CCSS.ELA-Literacy.RL.8.1","","","","","","","","","","","",""
"fccdf302-3634-41e8-8b88-dcea13637490","Analyze how an author distinguishes his or her perspective or position from that of others expressed in a text.","OLO.7-8.ET.30","CCSS.ELA-Literacy.RI.7.6","","","","","","","","","","","",""
"e48b4951-e1aa-4aa8-8f71-e12c8408bd60","Determine the point of view or purpose of the author in expository, argumentative, or procedural texts.","OLO.7-8.ET.31","CCSS.ELA-Literacy.RI.8.6","","","","","","","","","","","",""
"8cda7dcf-ce07-4acb-a75b-0066a497af2e","Identify conflicting viewpoints in expository, argumentative, or procedural texts.","OLO.7-8.ET.32","CCSS.ELA-Literacy.RI.8.6","","","","","","","","","","","",""
"77c5faaf-094c-48cd-a103-5332efd7fad1","Analyze how an author acknowledges and responds to conflicting evidence or viewpoints in expository, argumentative, or procedural texts.","OLO.7-8.ET.33","CCSS.ELA-Literacy.RI.8.6","","","","","","","","","","","",""
"c517672b-1a6c-4dc5-a20d-204adb67591e","Compare and contrast how two or more authors present key information and evidence in texts about the same topic.","OLO.7-8.ET.34","CCSS.ELA-Literacy.RI.7.9","","","","","","","","","","","",""
"d0da10ad-c177-4eb6-a943-da1dfcc17bed","Analyze how two or more authors writing about the same topic differ in their emphasis on the evidence they present.","OLO.7-8.ET.35","CCSS.ELA-Literacy.RI.7.9","","","","","","","","","","","",""
"ba0396dd-4d0b-478a-a995-09bc5d2b6eb8","Analyze how two or more authors writing about the same topic differ in their interpretations of the facts they present.","OLO.7-8.ET.36","CCSS.ELA-Literacy.RI.7.9","","","","","","","","","","","",""
